,
MesesAntiguedad,count
MesesAntiguedad,mean
MesesAntiguedad,median
MesesAntiguedad,std
MesesAntiguedad,min
MesesAntiguedad,max
FacturacionMensual,count
FacturacionMensual,mean
FacturacionMensual,median
FacturacionMensual,std
FacturacionMensual,min
FacturacionMensual,max
FacturacionTotal,count
FacturacionTotal,mean
FacturacionTotal,median
FacturacionTotal,std
FacturacionTotal,min
FacturacionTotal,max
